track_id,cnt_match,cnt_user,cnt_retire_user,percent_retire,SUM_record,AVG_record
cae537e121a653ee0a5153be514985339e74ba24139b5eb5a5249051b1538536,329,2752,1101,40.0073,94841130,138252.37609329447
69823fd6dca63aa52224f9cacd2b8f4d4f09e571a2c9fde955207fa9303cc39c,303,3238,1092,33.7245,86717362,113951.85545335086
3db76c496c3c6a4ef687390e502684e519c224f634fc84404b35f1733d98044a,293,1758,609,34.6416,55908099,106087.47438330171
a92875e4d4ce9d4b02b02689f1302afd981b9695cf79f8c6e020738f1a51e8f8,291,1544,398,25.7772,48227159,92923.23506743737
8636765b6c151cc264643338e533587ca763f74879334a1ea38c15202d7923e9,272,2000,654,32.7000,81348156,160767.10671936758
e3d4e8a51519a47ec547c04e7499ab554259cee4760ff0daefbadc0f5bea8746,267,2606,630,24.1750,64200503,103050.56661316213
f99343b37c324637a55256e55855091493e4caf0ac11cf41180497f5a7ac453e,242,1031,499,48.3996,47113441,116906.80148883375
0361c45cd275f107e28c724b75d5ad7ad9ba1ad70a35c0749cae2d2469f45a53,241,2527,889,35.1801,83745168,153379.42857142858
2f184ce623a385b96bb394fa27c47af5eac270779e8135bd57678897888419af,231,542,42,7.7491,23824003,75392.41455696203
1b7ebf081f26efaeed6ed4810576af1bcc417444fd3398f41188582325b7c573,224,2594,1337,51.5420,64329063,129957.70303030303
b9296f71afc024cc6c2b266a95763e829adeff61017f89d2112af6fd31609af0,219,1354,387,28.5820,60682285,144138.44418052258
0ed0edb9c63c3ee5c01b80b81489280c64cf4f870f61f2a1c37af1fa37537878,216,2099,1307,62.2677,50244436,115770.58986175116
42b6465646aeda1b986109bc846cc1573deb50b2d32c03ec552de7f91cb3ecb6,215,2072,1038,50.0965,61622910,131954.83940042826
140b554399a7fd162fbb6431604a5896eb0dc29515998dd5f7562042c87c29fc,208,1870,989,52.8877,51295293,107763.2205882353
d167c7195cee3b4e65cf30f507affb0a85d00a5babfc6a1aab482b137698e384,203,1825,519,28.4384,50557520,118401.68618266979
f6267026ed1b001f903044cded7817481037304ded026de27723a1088aa022ce,202,1888,456,24.1525,51998357,106554.01024590163
df68db9c0e005aa9d17ce9363f7829c27c926638ce141797950a97e1e30844e8,200,1641,1119,68.1901,62775092,160550.1074168798
73f63bf9df6bc787e5673dfd57b08a70823d7ec85419edec005e6c9767c11d7c,198,849,155,18.2568,41990385,140907.3322147651
2cfb3901726c6ff7995ab6827ff476bb90c37061f17e52b51956987788233982,197,1446,599,41.4246,47596132,124597.20418848167
a9b35f6d3b3e773d5f5850c715bf7e92767cbe06c57ecdf5f5acdda9c3856cc9,191,479,56,11.6910,31078110,124312.44
ded1999af976c902867eeb1de59a1d0aceed86795bbe7cb6e5d996ec8d1f98d6,187,1812,1188,65.5629,41718148,110658.2175066313
10da0052333ba15d203a7fd614a2fd0c3103e5e1245ac83f152fbf87313be1d9,184,1327,708,53.3534,62507139,164492.4710526316
3825dc7e5a7133b57445e1d0577de668d26d01815f41cabcbf6f9fab3d4a0de7,173,980,287,29.2857,31035435,103797.4414715719
9dceaf636e51daf6ace6d8e5a5be4df7bf78b9745af14a29a6763675a604406e,166,1562,394,25.2241,41725863,119216.75142857143
0f19e10245930b0a3a07da92eb975e0525f975f40e357d8236d9cfcd056991b1,160,1325,1338,100.9811,44454351,164645.74444444446
1233ae640c1c77c42582dbd4d0e6c89f608c7d4e4ec420989b2e0c2d735d9b2e,160,1017,609,59.8820,49266801,162596.70297029702
44cddc0e408d2c9e53458e300bfaca38b9c88c9fc835525c6a49cb9397fe0af7,159,1103,217,19.6736,56127343,164596.3137829912
4d762656729c3a123d5bd178537ca274f36edf5ccfbd4ab9e3a9afa8bcd7ad68,158,1400,760,54.2857,45293625,148992.1875
c9ad9e3fc464391babb8493a89e719418d677642e91d258a77b87d6431273d85,151,322,30,9.3168,18267234,93200.17346938775
cc9fdad4e72423f485046ee5e6ef4fa243965d06d83b97581984b6067ccff0d9,149,848,290,34.1981,42189656,172908.4262295082
49832328c9467bb0eb62641a12b5f778d66d75c8ff8005b0ebefeb50a291aa44,148,418,68,16.2679,18958208,94791.04
39d88d8f40d5f3c2977eeeb4a33b15905bb8a8180351408fb33c1f82dde695d8,145,1062,377,35.4991,29706266,101386.57337883959
de4a1317d1e2ae4e0008016fb90c08c10f7914eda560ff90e94ce1d938ad4dd7,145,697,137,19.6557,31055974,117636.26515151515
671040f92534670fbf0cb2f6b739c0c22af66b8255f1a3b7f5003ccac9a3d467,141,1154,470,40.7279,33787953,137349.4024390244
ab811beafbd17e6ca2c3f9333517b3060a3b6fe54a1a16e77f8eb8a359dac281,138,885,395,44.6328,27906280,109867.24409448818
ec21e73ee437dcba5b4474bc001b93c1bd66bc2dadb2f754922b2e2bd289419b,134,1217,475,39.0304,33186500,126666.03053435114
3412059e9c31e8b1ee8f0d4b896baaa9ce5a1d45be13c4e47ba3e52b20c0c638,131,1314,559,42.5419,36779819,119414.99675324676
7ee426a93b93837007dc241a3d3d5a8c279f4e1ac1511953702dfe5aabb32cde,125,1549,435,28.0826,50710036,164642.97402597402
04f92b232ca4800a63cc076321c9c163aba6490bd83e8192c548cd6ab6edd532,124,1731,1195,69.0352,48225441,151652.33018867925
ee0d47aab27e5c1c6ac3ecce266f5898a7e41c120cd29acf06f83dd2af62c78c,124,222,10,4.5045,15132071,100880.47333333333
4975c9d0fbe19990ac1bc7fb0c9ce63193b0fb2d023692e939fa8e6b2ee74bd0,120,1324,825,62.3112,43386207,161287.0148698885
200cdd72f4401f11540100b0aaad58ed389120f86b86d07b848afc5ee7d6ab81,118,850,219,25.7647,24779334,107269.84415584416
1372d79bdeb7f042bf0c18c7d14c4bd46c2a3836e708ab5e03785d092edf1d66,116,769,196,25.4876,33616574,150073.99107142858
17b524aaf68170df0645c6f9928cfbe2bd7f532b384d99f59e47b2c7c1badb9e,115,270,95,35.1852,15985935,102473.94230769231
af2c1e78a4922e6e83f09ff1b3e9cf78e9da87d5b3b7dec1c1324959a782d278,114,1012,388,38.3399,40300168,175218.12173913044
28d4edadb51367fb04a33d2cccda0b88453c61062c1c0e3c7ef7d4ba347edbaa,113,179,13,7.2626,11928711,86439.93478260869
f3bfb9a442c5f7c5186434623b62cf5f9817477bcfa752fa62afa063e137aa51,111,770,205,26.6234,28466872,130581.98165137615
e7de2392c3e6453dd8b9ef948f996b9002ee8062815e7ddc9f36a9b101a2d8a9,110,1012,246,24.3083,22844100,97208.93617021276
2130869de49fca50ee7e7aa877ef9e2e815bd9e071dca0d63afaa5c2c2493082,109,1020,338,33.1373,30701171,123795.04435483871
f22f8ac7e58af894e47c2bef43860e41662216dfe8e9dcb2ffbb8263364eacc6,107,1212,400,33.0033,37442973,141294.23773584905
799dd082c3022634391f8775089c0a25fc4df61e539772958b8a8416e0d77e6a,101,1033,343,33.2043,26797955,114521.17521367522
7c487cbcaf6946eb555d4567e4283a16c9020dba116519bf7fac5f160d9d2123,100,292,89,30.4795,16610582,121245.12408759125
bced4f65cf36c22df94c6e26436e37f22b1cf42b5878e2b1edbcdc08df348e6f,100,1381,564,40.8400,28012361,112953.06854838709
c6f041085945e13c1d629217bd5949bd05a29c34a16eb0b304d48e9f91b09b13,100,310,87,28.0645,13955301,106529.01526717558
ff6e6029669a69a0a8303ad7e07c353fc2b87fdba45ac4ee1af6461b310698e7,98,1416,1145,80.8616,27736452,165097.92857142858
81adceb8c0a07688ef8e689b8c94ad7d9c6181ff4bcd951d710d60543c025a2d,97,800,758,94.7500,28119407,149571.31382978722
ef4f4e6dc055d1e1a32804a7a0f1e0e659151111dd65420957d5e927d4627bba,95,959,792,82.5860,25103977,134245.86631016043
1bc4cb7c6999b3f6fc577f558af85a1fc07069acc9deb8f176a851b18efd9dcf,93,950,483,50.8421,26051830,133599.12820512822
a1afcfd265c44554a07cb568760c0f8b8b5bacce0f3d36e438f49f86180a42ef,93,727,310,42.6410,28879485,167903.98255813954
0c18b2adc1fca7a4b6919dbd813fa8584c7e6d51de92712fdf454a3e3626fcd5,91,150,24,16.0000,9758142,97581.42
2d8034b4b3f6e9cc6e651c8355367a911274b312b0f7ad0626b0eb0333051b53,90,447,105,23.4899,24179825,154011.62420382164
2fd45f66e1c8df78c260aeffab51e3d9ba41bbd4a3952a37ccf3c0208ecaedb8,88,512,59,11.5234,23452803,139600.01785714287
f38a823f538978875a9e74d618592b61981cebd1bcb20bd3085900b41de3c3e3,88,568,178,31.3380,24553507,159438.35714285713
1d6c828cb522592eb4731b04a70888937f555034186810bdcd96e7b333095101,87,625,219,35.0400,25214908,140865.40782122905
e82af6560cc3d9bcee89b0a17a335914175c67fb51e666dcbbb501aec2aec030,87,909,761,83.7184,31123333,168234.23243243244
9d9cc7c84d9542f6a3e4dc6229decfe93fde3e76e8abf7941878446b59582658,86,757,596,78.7318,50008402,274771.43956043955
190b0af7c6b957dd9673e528124fa2c40d903250a1896d5f0e42ed79f0c81e4c,80,549,175,31.8761,23892912,151220.96202531646
9ec3105e4802b2b042ae7745d39724d28a06af9b0a58917a3445a94c28589f4a,80,570,374,65.6140,15351492,96550.2641509434
0904b83a74166546ad4e201110d93e7bd60ef227919e9e1378c42e8045175625,79,132,14,10.6061,8657469,90181.96875
061107e201d7f70cc265136cc1e6f7215f787185e53f0fae4e5481b6e9040349,75,179,7,3.9106,8037135,83720.15625
a8d8c2f9db173be8396add9e7d047f96b4d6d4f17be4248ccc0e1dc6e3440bcb,74,136,3,2.2059,9462290,79515.04201680672
ee4e6c6e887007b24a7da342a193c349340be1d324a90a474537302982c1a72d,73,469,321,68.4435,16407382,147814.25225225225
5b6c40e7cfb59dbf50476b17f26de58a18a4be58f7b07ba4b353eb7b6c0fdc2e,71,740,389,52.5676,20908748,115517.94475138122
4a62fc54c04d5a897107f741d71792d14ba8968ed49951c1390a4f8486ac92d4,67,202,29,14.3564,12144453,120242.10891089108
0a2bcd781bffefe9fd176f3683c7dff645a9d179e4085fc47c137f439dbcd7c4,63,271,49,18.0812,13681686,129072.50943396226
0d16ec038b9a8f6cc691b2dbc75ea13cb92e1e3dd6562a1765398929d8f8d059,63,154,70,45.4545,6108190,84835.97222222222
0f143c77b9a4cf1fc7343a1a88a62928473800c7bd02fc9279beb1178d1d1a1c,63,697,364,52.2238,17781184,128849.15942028986
d1e3708e4f841bc7a94f372b459183da29be083e4ea3b2616b984a3f2928be60,63,814,593,72.8501,29214508,197395.32432432432
de7d51d665886f5ebe8f54095276af5b54e0c49171b6f818c73faec4c59d2dcf,61,620,306,49.3548,13061903,85933.57236842105
dc80a4c9f653174e14012be6ae531f795356bddaa689121c315c5b640f1f1ef4,60,398,311,78.1407,11077693,110776.93
eba0da905cdfc0070e86b5150336c4c0590cd59056c3d44a6d287636ec1da611,60,479,262,54.6973,23392293,285271.8658536585
40c309ab0a138e090c42d8d265bc464a40196c338c899c04be8ac83552f5a30f,59,484,156,32.2314,16143666,136810.7288135593
90eec0c786ac7ad4be603ae3a67965c9ccf8e928594ec7941fa44611e51bd15f,58,311,74,23.7942,18611406,175579.30188679244
97e10a4f59bd19d60888eab81c4e2ea53f2579bf99a5195cf298a211711b6303,58,811,653,80.5179,17363694,188735.80434782608
bd1df39255690da9d335e0054a2771b50c9af591a8be1c26a939c4b449780be0,58,112,7,6.2500,8071770,109077.97297297297
60b648ee4485f1eede64e3e9b5d71752d6237ddd3650bd012f55176701b835e3,57,531,226,42.5612,33158596,301441.7818181818
dcd0ec84cf5920e12ad5bc13461ba3deaab0bad143f28606b1db34426ed263a2,54,365,154,42.1918,12885881,138557.86021505378
bfd558c15104ec3ef0f182893a3c9bd77052ce7675028c86dd92a45fa52e8ed5,53,88,12,13.6364,4516099,75268.31666666667
03f7cfe4dc950329d0fd519fe1c5755b54582b30ebed338fa605b4ddd04c0315,52,425,207,48.7059,33607967,373421.85555555555
4c27123c74544b9ec5503f8ff37a0aed4b6257ad900abf2fcb5e6c029b78c55a,52,584,263,45.0342,22691825,184486.38211382114
4b46091f3a72e4d4425ff0793b3791eabbc15cb84f762c302c750483267a8a9a,50,623,521,83.6276,20380802,188711.12962962964
b925d9e4efc94e1f61c300340eab1db324dc80476d73fff1668a1767c98201f4,49,643,788,122.5505,20080212,198813.9801980198
619d446ee03efe7f0c4c4a18d619519a1c3487798f6b0b8993f365318a3feb07,48,269,100,37.1747,8165578,94948.58139534884
312525ff7273befba2df23ea3ff2936fbba4ab4ae081ead545ceeef3f6d1631f,47,113,32,28.3186,4474754,84429.32075471699
47b79bc1e96c3bbd71713218c4b4ff374c91b922e1c59b2edc14651209ad2929,47,83,4,4.8193,4285876,77925.01818181819
f4d1552bfea034d5eed948e632b6d2e1a210983ce485b0699ece061841893013,47,342,142,41.5205,10938425,133395.42682926828
21581b3c79c6dc8cff34d169593115a642c3f5c066f57d8db2a6b1b89ecaefab,46,277,248,89.5307,8367527,102043.01219512195
72a02ceee940d4a33892b828515e07d7695dfec17534452f62839cbaed2c0f98,45,436,123,28.2110,20363540,180208.3185840708
e1fd0bf641271d2baf88a1f68a779a375f5259c56ad860a57a5cc529dfce98d5,45,199,41,20.6030,8668322,115577.62666666666
a9a8be547d729112e02f1301f2b6a43ee3cbdcaad32c3d926811aa6c9bd2c1dc,43,478,488,102.0921,12617214,124922.91089108911
6c9a71c4d3f843af9bf3f129cf9f4a213cd79f73db8f016ae7a005703c0cec0e,42,478,720,150.6276,23651700,307164.93506493507
f62450db52ad3875acb8eceeba700f861fa3e510e316a07466b97a84737fea2c,42,172,19,11.0465,6407112,92856.69565217392
70b1478080c29c0058805dd742f2d0427f7e47dafb8e9f847d9d25b93837eb22,41,340,227,66.7647,9213838,119660.23376623377
9e7607980870bee91d7353f86d449f988480428b7e8b10d7be4d5be2e54bbee6,41,325,91,28.0000,14393079,179913.4875
6d9074afa379ec224ad4e77da0fe41e3fc1495557fa66ec4b0e20f41d85e832c,40,571,352,61.6462,12521657,103484.76859504133
6fadee14cba0c0795841e24d4f4ae58d2f5f74956c5d23f82edb7bb1aca54916,40,72,0,0.0000,4422920,88458.4
c9d352942e136a8fc1e56d0772f00e29149252aebc222ed77ad5feea2bacf6c3,40,80,4,5.0000,5306449,98267.57407407407
75fe6fe1cf114683a0308334e9a9079f9882ba1dc9124dbb45cb5b257e1e4c9c,39,339,86,25.3687,7969365,99617.0625
783f08e9fdaa169ec3138eecf72451e9439211d414e200e65462bd318fbef9c5,38,86,2,2.3256,6041257,95892.96825396825
381322773234251df86c96e4745cb63a77fb2c43633b7a1cc032ae7677c5a0c7,37,404,118,29.2079,11501106,111661.22330097087
50fcdefd4c4bd9c6af14151be6c227ab661255e920a043ce2bf2bc03426480f4,37,218,159,72.9358,7671956,125769.77049180328
cb9790f64ce28a230f7a5d76945adb36012a2acfa7108b5285f1af8f00eb0e0d,37,96,14,14.5833,6551470,123612.64150943396
ce4a7c488607311283b4e3948d18c45140e6be9575b27a204f5bf32662b18c91,36,258,48,18.6047,7024108,80736.8735632184
17b78e6bd13587c22ae01ed73fec7c2bbebd2509f4691932bcbc1276b03f67ae,35,301,63,20.9302,9355938,123104.44736842105
9543832bdcc21248c9ebcd1790867a0c268ee39574dddab2a4411dc40dca7065,35,403,126,31.2655,12747711,163432.1923076923
4ac2a1e802e3c2f6370f55b8629879a84389e5fa511547f0f88d928a5583d7db,34,528,438,82.9545,10099107,108592.54838709677
6f39b6766c8a93b662250c86c038154139b42448d12f0cea3adbfc45d16f4788,34,119,28,23.5294,4824385,94595.7843137255
88a9beef1044ebe0987d8e3df4cce564df126710bf92099784a4f037932901dd,33,101,5,4.9505,7467967,135781.21818181817
b04674084c57c63a15b87495d48e654fa12a96342dcac1b27f645bb891cdf0c8,33,166,59,35.5422,6949178,151069.08695652173
5be6b53ddfcab325d85c16b5dc147d1f47a258e7db0df786554ccf46c053bb55,32,155,70,45.1613,3928925,91370.3488372093
e86138a3a04c138f991da883d4052ff3a00624ba9eb29d00452948d908a0de4c,32,115,44,38.2609,4596730,109445.95238095238
28bc49ae36eecd5016c5340b31d24cf981567b5ceed2b642798256007fde9497,30,107,40,37.3832,5239078,109147.45833333333
d6dba79d27e739554fb7c948b99868a381599344fb512de17e9392dc8ac405ed,30,260,80,30.7692,7709192,120456.125
b891b515ffdf97ad4d5b3dfccedcbb37a66726748700ebb6033e0bf8803b4270,29,104,23,22.1154,5460092,118697.65217391304
e60a23798eb0f55e5867398340696299e9a40dd87ec6e9aac92c48e99eb1405f,29,265,138,52.0755,5858981,136255.37209302327
f5d05f8cdd97615df080dc7e90ae00cd8fcb7eb2b0f711b9b250560a386a713a,29,175,37,21.1429,5768031,106815.38888888889
fdbe9025514e73fe3e4f991d804ede46d2deacfcf8aef2d055a12dd63d225d0d,29,250,41,16.4000,7181438,105609.38235294117
4832159665debb49f2f6709f8e1d1cf31776cc81d6fe8994573422124ad77555,28,105,21,20.0000,4495365,115265.76923076923
64545a5d692993825d08d5e8371fa648b94b58e2a27492975eadef25a0a4119c,28,201,86,42.7861,6254323,118006.09433962264
12aaddc5615a4fe8c4c54239036f3d37302a1c0545893d3691f16e6a8e415916,27,147,52,35.3741,4442241,98716.46666666666
595e1c7551d7047a005dc946334dbf7ae8a32950ea45d5e161e56f99e8fcaf20,27,166,50,30.1205,3835218,100926.78947368421
c961712df23e818c056b2e673467aca3e173b7bf53ee8e35cf9a3e75a3dfc0c6,27,161,70,43.4783,4283746,104481.60975609756
1453aa9e2308993cb82d223d1b3d6a57e9fc6d3bda86dd67a15f90783bda95c3,26,187,70,37.4332,9137844,147384.5806451613
d192631c097fabd265a7fbe5f11925e4d0f631aec460903e8e43167249864aa2,26,142,45,31.6901,5229642,124515.28571428571
0f2eefba5aa38ebdcd9db6f0a16b2846b4cde3523297ce6f227245169b21fcf8,25,34,2,5.8824,2297651,85098.18518518518
4211bdfc90ebaf0bca5f217435a71a11c89d4501878182e75c7e7db205a6053f,25,155,51,32.9032,4223224,105580.6
9890e87e111a0f541605c38c96e06597baba843c1f71cfba5780ace4aeb046fb,25,264,135,51.1364,8034376,163966.85714285713
675f5b561f22f479152459f813525c0b20d34d5b719c780df9d5a153701a18ca,24,213,111,52.1127,7886189,127196.59677419355
7dd5255d3156127de409d8f3052b363505e92fdd40e48d2b9394ab51c431aba8,24,168,61,36.3095,6915385,109768.01587301587
9010c6458f7ef173fad3206019b8d2ebedfcabe566854e3dcc8304ef914ee642,24,59,13,22.0339,2768316,95459.1724137931
93b360efc0038e55a6487d4ea45f0a166a788eac8cc11fc7c9bb5c1a2854523d,24,147,61,41.4966,4456439,127326.82857142857
9a7262a6f5332ee9a754a31471e900b099ab2701d951527c6c8441893acd10f3,24,140,25,17.8571,4972670,108101.52173913043
ee9f7fc6ac66066247bc8de759996057ae42a2a5d2283f066901a8ab775d6063,24,140,111,79.2857,4469189,106409.26190476191
02cbc0e83890810b3a163465021b4bd06e3deb39cc6d58be55e978f498e889d5,23,63,6,9.5238,4004858,125151.8125
273fed281edcd5e0bf8ae1cba6718b9712ee70ce5ed47ce2c1a6c757d3c04f5a,23,64,30,46.8750,2658819,106352.76
a2e0bb3c8c15d2ba26dff31c805d5ad487d14e0fbdbbd64ec5922adce468ab6e,23,165,78,47.2727,4948423,105285.59574468085
b6160acfee797e5ef854bccb1e51011940f37acf67ede61d05eafb3ba07c4ade,23,74,11,14.8649,3452143,95892.86111111111
e9c91438145dfe4b39e0efe21586cc15343301740e851370949d9e2efcda36ee,23,69,15,21.7391,3528249,103772.0294117647
00ee846f64773280ccaa7a608e10451eff13d66db07bb2b3ff0862d5e5e9ef5f,22,43,0,0.0000,3632995,88609.63414634146
0315454edc50256445089165bd56d0bb41d96f3678df8433a329a6a32bea3557,22,199,76,38.1910,3475906,91471.21052631579
39d77c4ff76d5a4138889076c6fdb2a923662fd99a3130467afb5e2f55126acf,22,103,27,26.2136,3309651,94561.45714285714
c16a7aa92970c8c73cd56fa3dbd6e439c08b3f490b945cc52c6873ffd236066d,22,70,13,18.5714,2624646,87488.2
cb05dd0c8a0d6bd1f5db14b37e4773ae05a6ddb64667157563a408218b0f5fb6,22,127,25,19.6850,5643107,125402.37777777777
59a8b772a3cf2b0e970921ad2db3750fc92007764c978427fc5037188ea7a270,21,189,78,41.2698,5632330,152225.13513513515
948fbe64f88edab62bee5cb434a4c2176de82dceb4347c6a175700c7942f466e,21,77,2,2.5974,3505375,103099.26470588235
591c9b3326944bce57a892700ee01112c91952201956b746311f8dd28e2ee1aa,20,123,41,33.3333,3225591,100799.71875
b6dfb0c7b88999adec4f84319331caea10034ee2f99d7d6dcdb9dabb5be8a2dc,20,100,21,21.0000,3016044,86172.68571428572
1db419c9a0f68ebbc312129ddac8a15563eb3f1b46a5e9e65f75db14714881c8,19,105,29,27.6190,3109191,97162.21875
