trackId,matchId,accountNo,characterName,character,kart,license,pet,flyingPet,partsEngine,partsHandle,partsWheel,partsKit,rankinggrade2,matchRank,matchRetired,matchWin,matchTime,teamId,date
73103a17062d7007e64739fefc2aee4ba0d98baa53c1f9b7bd5320202b0eff75,03420011024fea84,1510449605,Mike1m1ke,2ecb10f5e23493727a80a91421d6242a18b131f743676e72317bde4bd5d27131,e091361f3b01bac4f0f02076327be683f7d6dd9c3fb03ef095cc940144ce5757,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,4,0,0.0,85063.0,1,2022-10-08
73103a17062d7007e64739fefc2aee4ba0d98baa53c1f9b7bd5320202b0eff75,03420011024fea84,2097865693,pZzAANG,d9e33a67056949e49d283a43d34380bd3b981d38aa5309b04fe777e4429674a0,751a4dd7b0e66ba60c3feb72191980bfed2eac7068930521c59171a514fff837,,,bc0cb26aec42bbf33f3bba47e9eb930d890df475161666aad43151284c56217a,,,,,3,0,0,,,1,2022-10-08
73103a17062d7007e64739fefc2aee4ba0d98baa53c1f9b7bd5320202b0eff75,03420011024fea84,469955177,FlowP,eaed96446435f56794a0835a349da0a97e5308e6b298586b669ca74f542a3437,d47aa62de79d88ecee263e07456555d99ff8957f1760d0f248667913acbc2b67,,,db00206a829ee2952d0547c57091627c38727dc96a2bb0bd9782d075624b299d,1.0,1.0,1.0,1.0,3,99,1,0.0,,1,2022-10-08
73103a17062d7007e64739fefc2aee4ba0d98baa53c1f9b7bd5320202b0eff75,03420011024fea84,1292037307,진서꽃,2ecb10f5e23493727a80a91421d6242a18b131f743676e72317bde4bd5d27131,30711352d5c6279e96a5f449e613c5f9f04889f1c3ca6049e600d2b867821af7,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,4,3,0,0.0,83372.0,1,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,67180941,달빛아래키드,48322ea7be9cb6ff63d2cedcc92a1dfb4e773bbcd2fa388a9d6e4776f05babcf,d47aa62de79d88ecee263e07456555d99ff8957f1760d0f248667913acbc2b67,,c2593beb7fab49d1b08b70d3da563e3d1eb3f3e7f347d6b2633567c92527bfcc,133f42f75b2b64f7d73f4a6a5a92561a5d9a917c964eebd430183b5f7c436dbd,1.0,1.0,1.0,2.0,2,5,0,1.0,64008.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1979792270,o행복해요o,95de437771bb1e094b4f3ef1c1a81574093a01e8d3be037c5a9fe0834dfbffa0,c8d29082c25ca4e06c568d592ec77eb5b4b9403cef96eddf21a7cdb8500ccf84,,7b34fb3da1d2b564672a2ae3938c7ad011f2743e18f0887aa473fa8f9d41c901,d064fb1098287bc1ddf83798b94585ee317dcd90275b10e5411bdc2906e569fd,,,,,4,2,0,1.0,63158.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1594011928,zI카이저Iz,42c729e64e31aea803e4881432f7b95129ce97535c29e4f9a72919a9f267b418,c8d29082c25ca4e06c568d592ec77eb5b4b9403cef96eddf21a7cdb8500ccf84,,,a87cb96d91a4e0c357c4eaeb7dbc05ef515d183e79a8aa0e674c36f917400a4b,,,,,3,1,0,1.0,62968.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1678572354,love2145,2ecb10f5e23493727a80a91421d6242a18b131f743676e72317bde4bd5d27131,eb8ba91d8b09ebaa9c71eb8a0a06c5388bb446f92a7e53f0071790b76cf63a23,,fdc7c55113d737db85501abb962b151496dbd1351df310edc04a02159bb60cbc,,0.0,0.0,0.0,0.0,0,8,0,1.0,69264.0,2,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1023916006,tkdkakf1,7da60bc1f5bebeebd74c6e217935f6012dd9b8a16167d8e1b5ff7bcdec3458be,0000cd7b578ef4817ccf9655e16291eacb7ca9b6a1f6ede97adddd58e3d10c9c,,673cca61ca3a0e4febae5d43714ebd5ef3a65c2f745e9cde501f25b07b1f3e2e,b9bdbcb82c4927364925bf5e2596f434be4358a0fd450450e48450cb05ccd8f2,0.0,0.0,0.0,0.0,2,6,0,0.0,64946.0,1,2022-10-08
3a801d3a1be83ef6c290f942e9a9c90b8a5ebc8d978eaaa5e908950f2903e8cf,03340013024dc969,1460198953,인생망한20대,65f565a5f575b7507f9bede84490c6caa6aceb10bb7502fa1f109d6104948fe6,9002ba333110adec61a9defea77318127595851df0c7ef3824bb62e398c9dabc,,311f325412fb175f48494f8ef4636de2a233b5ef7fd4b6775f2220046647058e,4d3908185a1b6db544dea8ce90dba1e32e823a9c61e8646f4e3142b61c5155a6,,,,,3,4,0,0.0,63921.0,1,2022-10-08
