map_name,track_id,cnt_match,percent_retire,AVG_record
공동묘지 유령의 계곡,273fed281edcd5e0bf8ae1cba6718b9712ee70ce5ed47ce2c1a6c757d3c04f5a,23,46.875,106352.76
[reverse] 아이스 신나는 하프파이프,a2e0bb3c8c15d2ba26dff31c805d5ad487d14e0fbdbbd64ec5922adce468ab6e,23,28.5714,105285.5957
광산 뽀글뽀글 용암굴,b6160acfee797e5ef854bccb1e51011940f37acf67ede61d05eafb3ba07c4ade,23,9.0164,95892.86111
포레스트 폭포속으로,e9c91438145dfe4b39e0efe21586cc15343301740e851370949d9e2efcda36ee,23,16.129,103772.0294
님프 달의 정원,00ee846f64773280ccaa7a608e10451eff13d66db07bb2b3ff0862d5e5e9ef5f,22,0,88609.63415
사막 지옥의 모래구덩이,0315454edc50256445089165bd56d0bb41d96f3678df8433a329a6a32bea3557,22,38.191,91471.21053
[reverse] 포레스트 기암괴석,39d77c4ff76d5a4138889076c6fdb2a923662fd99a3130467afb5e2f55126acf,22,26.2136,94561.45714
[reverse] 사막 버려진 오아시스,c16a7aa92970c8c73cd56fa3dbd6e439c08b3f490b945cc52c6873ffd236066d,22,18.5714,87488.2
[reverse] 사막 피라미드 탐험,cb05dd0c8a0d6bd1f5db14b37e4773ae05a6ddb64667157563a408218b0f5fb6,22,11.8483,125402.3778
1920 수상한 증기 공장,59a8b772a3cf2b0e970921ad2db3750fc92007764c978427fc5037188ea7a270,21,41.2698,152225.1351
아이스 상어의 무덤,948fbe64f88edab62bee5cb434a4c2176de82dceb4347c6a175700c7942f466e,21,2.2472,103099.2647
,591c9b3326944bce57a892700ee01112c91952201956b746311f8dd28e2ee1aa,20,33.3333,100799.7188
[reverse] 노르테유 우주 정거장,b6dfb0c7b88999adec4f84319331caea10034ee2f99d7d6dcdb9dabb5be8a2dc,20,21,86172.68571
[reverse] 포레스트 버섯동굴,1db419c9a0f68ebbc312129ddac8a15563eb3f1b46a5e9e65f75db14714881c8,19,27.619,97162.21875
해적 어질어질 부둣가,980179aec1c97ce2bec7893a86e42e314dbcc5bd043f1501e7f207519dff21dd,19,3.0303,111795.069
[R] 마비노기 이멘 마하,d8999250627bf15be365cbbcad09e0955dfaf67363ed267a2cb5626641d25f31,19,23.0769,115329.64
문힐시티 조심조심 기찻길,59df0d094f0b1c959f04837be83bac9ee1195094cdc9de07911845b90d88a364,18,13.2867,97545.32258
아이스 펭귄전사 눈덩이 공격,7a5781f2eea5d8450bd2b8b29b654e1e4c472da7d1cd10e7d5cb83e16b115680,18,45.8065,133023.7419
사막 오래된 송수관,c694e62af4eed0e793b0091660cb46de6384748e3d5848dbeffc2aa0e0e6bebf,18,47.1591,145637.4375
황금문명 신비의 황금 콘도르,d0ca9c522ce995e6bde46cd83b45ae5bd19b79f9456bca5c48846956cb152b79,18,25.4098,92738.27273
신화 꺼지지 않는 불꽃,ac81decc7a05c7a3d2c54f40ddb7d334819d96d9969a24a086cc9002ceb34af9,17,14.3564,97579.5814
WKC 호주서킷,15f65f1af8f70d12a8861b508ee19e5a6e9f0c4928e202080ef430f329032bb1,16,31.5508,104878.7059
해적 위기일발 대탈출,662835aa0c5095b81119fae0f69430dd1e992ef42789bfda5047b407c31d4bce,16,60.6897,117604.6364
아이스 공포의 하프파이프,839e2089cf401fc9afa5b9b7778ab094a8bacbe7a306cf9f75483803c9579312,16,31.3725,97670
[R] 마비노기 티르 코네일,ba92606e7f3a75289caec57614a99fd46d4fb3672106b95ae205b7a7d3387283,16,0,80984.91176
[reverse] 포레스트 통나무,692fe5afee5a6423472247e044d61f813ca86a3bd72e5af67bee59db8a1a0043,15,45.4545,111967.2222
노르테유 숨막히는 터널 탈주,8ce3fbd59ec7e773679fe21976b82836b96613353ee41b89c0f33a624723768a,15,34.6457,90572.33333
어비스 바다 소용돌이,9a7c87e81373ef60c8650a3442f381af34cbb7abebef00f1401b08f67c66f57d,15,54.5571,137484.1163
올림포스 스틱스 익스프레스,a75e2b36d82e9c459005126670ec57100aaab8d49191c43b60e85af617c4b74d,15,22.807,144621.6
[reverse] 광산 뽀글뽀글 용암굴,bd32a044b5ed663c5f38144eca6f544aac707a86bb86ab48d8eb089fc0958249,15,8.6667,123355.9143
[reverse] 빌리지 고가의 질주,e3c3e923733336482a975273d2c511e2d669280e25a6ccb7f240e5efc8d39162,15,23.5294,127750.9643
포레스트 유격장,e9ecb0a895259e99960224be44e0228032c31e1dd2086ed0ca6bb7cc6687af69,15,42.9429,139701.1935
[reverse] 사막 베거이 시장,37cea640bdbfd5d8c7f0919ecebfaac11aded2d57d1bc6a68b95444e24cf3b62,14,53.4653,91305.44444
[reverse] 해적 짜릿한 고공비행,af3dbd3c7844f01cb430e3ccf32b53b1cb313f544e45aa19e9f791f3ba0c875b,14,23.9583,117338.9259
[reverse] 공동묘지 유령의 계곡,c8195d7642526dcb143d9c0ea0dd5f64af092b87f086a73c658a9c715f465be4,14,25,163080.5455
문힐시티 도시의 두 얼굴,0f05f98d93db64bfc4d71e3f2844de75ac75515d58813b1fb0ffa22c0bf09a76,13,0,100466.875
[R] 코리아 부산의 밤,117ccdd8d967875214f83cb71cd961fb4c88817a2548f5a4ca3e416b2b8b33a6,13,44.9153,162327.7917
[reverse] 사막 지옥의 모래구덩이,483be3f4aff78fd050d162dcced7687b5a50c3d46ec21d9ae475e48d8d4eb95d,13,42.0561,106891.3684
[reverse] 노르테유 붕붕 점프,6cc07bd9cfa9699531cf954f8fd817d5a74d889d4a996ae18d6809c501a50e18,13,29.6578,98416.63158
[reverse] 빌리지 손가락,8c6c35b3142ea8f4f882f28e0e218b18e99619121fc3a0d631727dce0dc54c6a,13,6.3107,140167.697
빌리지 파괴된 시계탑,a83aa53e5f36f12cdfbaf4cf7cc64f40b65b8679dfc90c6b40f9c78fa506fac1,13,43.5897,140053.7391
월드 이탈리아 여행,01107ff0883daa9291109ee93653d61287718a8539942cd0ab42f0e8df123ee7,12,21.1765,113107.125
[R] 코리아 인천 센트럴파크,17363de6ddc6616f0131c8c9a8448f1a2f546f94f1bee8792025f4298b409836,12,17.9104,130067.1739
올림포스 여신의 성소,25cf7b9199c2116a521e10240c06e0687c04f8be5fcdd352fc0fb0cd6c92eb22,12,43.8776,123019.9412
카멜롯 외곽 순찰로,4cdbb5c58c951f3442fe95903edba1a6b4ad8d03a1752baab3fa43a7ca78b8e8,12,21.5385,134790.2
[reverse] 사막 울렁울렁,62ab050620ae59b6cce67a2dc244ef96ddabf46609c62fd6b86c1c64228b90ab,12,22.3881,143705.5714
어비스 지상으로 가는 길,9ee184ed580f4d630c23fef3066c60dc10c7ba92596ee6f7bcdd68551b858186,12,26.8775,173631.0714
,13fad95b4bb5aa96230d6833dc82fe0d449dd1064ee40ea2a58cb924199a09a0,11,8.3333,102422.2308
[reverse] 아이스 투명동굴,2f16e5de412823af0c22c3ecac8661e7fb5040b5e291b1e05ff97c2aef4605a1,11,0,102501.4286
빌리지 댐 위의 대결,3ffb7af82410f58508c6464f59540fefbd67b81299fb8ee67c4bd2ca1ae91a36,11,29.6875,163383.8421
대저택 버블버블 키친,572784edcb6823a7334b87a1508a53beb79a0e45577f7ff04a1227cb3248f6cc,11,2.1407,95933.13158
차이나 북경 경기장,8a222f3c0b4d6ca2185a353dd55048139ec934611528e844869d65c9989f845d,11,9.8592,100828.4583
노르테유 우주선 침투,8ab1ce8795b6dc84ecbc5ec0e74374da70fdf96f015a5875dc55f99c81e5467d,11,28.5714,106676.1579
사막 더스트2,8cf247d5f9f9b5b5754e71b0e0a6dbd7d8530b3a10d2c2852584d551f2ef8510,11,39.0244,155531.9231
신화 도전의 전당,a7fff0c4d7687a07fe58ad86ca4fa89eb710db8d16497fe8a04d4d52c8a980c3,11,6.9767,101797.5789
[reverse] 동화 목욕탕에 개굴개굴,ce9c3929ba59a8885e09ffeae9c358ab14c373d2244eb20920b4ac6f81f3ed3e,11,15.5738,120660
사막 스핑크스 수수께끼,d662a8388be81b4fefdb0588ad81c1c81c48fcaae83311fb8b894887b8c8fd3a,11,15.7895,110258.85
[reverse] 포레스트 골짜기,da7042f11ec4e16b461c5b357efc7801ee6d0babbd588a18ea08d8bdf7ebb57c,11,0,114055.5714
사막 울렁울렁,1908f4d0f1f55b7fd09e6a7cb95a80e2674b35cf7f4d5bdf4c67c252f5f85238,10,22.807,128938.3889
님프 달팽이의 통나무 지름길,1a69d0cf51b5506a0fa144d1696050eaf2f2aa88424019be6bb6eee4b361a6d6,10,24.0803,127739.8214
해적 해적선 보물탈취,1f061c1658adae6d0080787254e6ef1925f1d9e8b24641fb5445ab0810021cbc,10,63.6364,113719
어비스 바다 속으로,3b8caa294c8d5bf3e7bf7fd83c2cea1572b2513621609e5371cfeb8680b9076e,10,31.1111,67996.2
황금문명 CSO 아즈텍,75df22aee2ef71b333f39719d90314da74743fd37180e026390c84c1b1373c01,10,38.9381,112845.6842
황금문명 흔들리는 위협,b3b48722195dd9a0c64e6edbd6c5f100fb343fd76e0e0b2c7dbe5d341bb66c08,10,40.3509,106394
[reverse] 해적 폭풍 속의 질주,b42aa37ab64a84034d4a578b4b4d9436d60c3cec34f17d2ec91881546e186e0a,10,26.3158,119829.5
[R] 코리아 제주 해오름 다운힐,ca43f46db381ef1ba5df75de71f370399f8110ba946281f6d4f654590b2a36e0,10,21.519,86747.42857
대저택 루이의 서재,d30e6af971d2ae1a27927e404b7366363081c27d749180b2fb1fe0a69526e6fb,10,22.7273,121849.6875
[R] 코리아 전주 한옥마을,d86e4c220eb701afc32bb3ec80a07e445b0722c208952c44c829233e832e92db,10,37.5,160503.5789
[reverse] 빌리지 붐힐터널,f4420c729a097e322ec8d96aeaf812285898d7b28abf2c8afa2d78c4fc8854b4,10,24.2188,116368.8462
사막 파라오의 안식처,fea3bf75fc14c46af602eb5ea34a3db4828f79f26e8317f545ca53bc7be488f7,10,11.4754,165540.72
동화 목욕탕에 개굴개굴,17129245cfbdd3848d18b95debbbb9c3ac964c7201bf76db96f3d4235eaa1d11,9,4.386,132508.2424
[reverse] 광산 보석채굴장,1cd25debe555b7c8cc2a3214de8079e1efbcf1c5480040229d891b1781483ce5,9,26.087,131291.7273
팩토리 부비트랩 공장 탐험,2296462107190735f1faa0fe9e016b3433022a1b18a95df7c4be25bbfd3fb1e5,9,7.1429,146823.8095
카멜롯 바다 하역장,46a9e718511d860429d6d9d984ebc0c93458c3571e7bef0621a5521d2e055c77,9,50.6329,131368.8235
월드 브라질 스포츠 스타디움,4f586022cfd223c04008f4baaf85b9613dd00fb080726e4486eeb3983c3a40e7,9,10.7527,106514.7222
공동묘지 비밀의 수도원,5d2b9beaecbc35c0bca082e8fa38327dc1a461abd1e4ad3bce69e427ef98ef32,9,12.6316,109283.4737
팩토리 우당탕 대소동,5e64c70625bf342c2e0d7c43f8c63de90c2b50a26ea900d370b530b6e9e38b5a,9,46.6258,152828.6667
차이나 북경 스포츠 공원,d7099e7229a47d541eaa24ef5583f8f52cf416ab04aa8e0ceb83ca1e837cb801,9,41.9643,102043.0588
,e6fa9012fa1589d59b8bb84749652b9b033cb3e09194fb1719b897e722cb273d,9,24.359,106456.4211
동화 카드왕국의 미로,1fa2522cb0c89f76473c12ebaaa9d0ebe7966697618d41a4e1c1efe9d9318c01,8,40,102881.2667
황금문명 크레이지 고디우스,3e9bb2755733fbae2a16dd5ba036b3712ee6a64b03398063cdba870a5a29c045,8,35.4167,122789.8824
카멜롯 순찰로 역주행,458eb75fb11d035d7e2e06fa76a5dd6bb9e5639a29c3c72b79975c739207a7e7,8,32.2034,137011.1333
[R] 코리아 다이나믹 서울,5d7bd88232504c6c0e8b6169965780c304df15ba1a32ff3cd0025f9a5a11d7a9,8,34.5794,117466.4737
포레스트 바람의 봉래산,7c0426cf5c9c5d8d2858def185bf3b6c199404924cc02a35558daad97a6357a1,8,10.6383,100206.0588
비치 해변 기차,9c755c11ae2f2d96dc6ed0a3f8099e9e1fc0f7df85a6d280270dfc4fa97b4ad9,8,22.5806,141286.0588
황금문명 전설의 황금용광로,a0ce29213d8914e499d4a0c1ae90de9d9c08ce67b10db311106c98edcf6a7218,8,25,114103.1
팩토리 거대톱니의 위협,b204d4ae87bf67a5d81f501b7637ed4386e1ed726a2312dcd2072f4173493bbf,8,77.551,107241.5
[reverse] 노르테유 우주선 침투,bc7ef806b0020edf11620ee2324901a1e3b9a0263cad9be99ec617aec7de6fee,8,36.646,156735.5
팩토리 핀저의 위험한 적재소,c5d2203fc4979dab295e07763de827776f4e83c373cc66ab03bbb89c75356b69,8,18.75,133235.5833
대저택 루이의 정원,161afd6993bff96474a478f00051a6a5501f8a900a95245dc88828064c7d4e70,7,31.6667,129689
광산 떨어지는 폭포수,2534a9e0a5d477de6097d635513b1bc16afb9d7ef151162035dc93cd421cc67d,7,10.5263,113444.1
카멜롯 기사단 훈련장,2ac0e5f5bf68da7b8e2e0090d8ac7863b713448ab5994b5fe46855829b419a7b,7,28.6486,115303.7143
빌리지 돌아올 수 없는 지름길,5060183c5b7865b3c023ef9196fca16b1e75e574b417d61b7badd9c0e837a2e4,7,18.6047,125010.1429
,7bfadcb26aaae8b3e767510da62db33104e19a1f7b083ae0c2f538603e7d2101,7,23.5174,105712.0667
[reverse] 노르테유 위험한 지름길,cb98c3b50010f38c9919405374be6f20780b2165d36ee4cdadfd9d5446372790,7,20.9877,109549.2222
포레스트 버섯동굴,e1f3044109009a3761fe00da70674d83f0f49f1371a1b1aaf641f41153ceb504,7,20,109921.8462
[reverse] 노르테유 부스터존 점령작전,ee75496716bd972dab57f4d0587f8912dd0f57d5e66646ce3e45af1bca089cfb,7,12.963,107316.125
아이스 짜릿한 고공점프,f8bd236092f87a1f007a0043c31d07bfbc5e97091fece1a7aecedfbd7392c6bf,7,18.4466,139758.65
비치 신나는 여름 휴가,3b3d58a41efb9b00da3e88874a90b2e97ce0bc43381e7adf73e0358c83b2e1dd,6,0,112619.3846
팩토리 부스터 제작의 비밀,5cd3ce58b251e4d4c8e5b678c75e077420eedd3eb00935460ba19d1941976bf3,6,16.6667,107011.1429
동화 가시덩굴괴물의 등장,be0096b2e062a404ea9d233f7d27c42afa7592087837607df55ab192ad3a2574,6,46.8085,117373.9286
[reverse] 빌리지 수로,e60f7964b0abe70c8d245326452808e38bf4da4cf30b2f8ef52a0f839d893302,6,39.1304,126885.9091
[reverse] 포레스트 폭포속으로,f223e23fe123db7e5b87217127bb4a94516cddde6ec99add00209caf5df91da8,6,16.6667,123286.8333
님프 통나무 아슬아슬 점프,08e1cd280d3310cd93ca2e1ad60dbdd8fbca6c37e1c26d4bd9eb08c9592a37a8,5,9.7561,128064.8182
문힐시티 덜컹덜컹 지하철 탈출,1b2d160447b4d5aea78497e89d67418d5001fb00a67dee5131e5d33847012953,5,0,95852.66667
[reverse] 노르테유 허공의 갈림길,2f2650bfaf03421c38970a1f8678868ae1159abdd1712bd06072bad9a32e88a4,5,20.8333,74428.78571
[reverse] 동화 프레티온 목마,462caf0d5b6f0894099c6c54d1f58a843a2df564d9c1961394df4208b6f0baa9,5,31.2139,101629.3125
[reverse] 팩토리 모험의 시작,b7ab41c77d9b0d7640b34ff2cf1c34becadf0f6908e1dd5781b883d83aab08b5,5,3.8835,103356.0741
[reverse] 팩토리 브로디의 심술,26bff08a7e04c167d9bbaa083008135c9e6c49867b802fd9e06b0cef5148ccb5,4,44.1718,97174.47368
아이스 크레이지 펭귄타운,681572858d6f63ccc75630acd47be609731f721bed44565e36e9b79269376eaa,4,8.9744,94783.93333
[reverse] 아이스 갈라진 빙산,76fffce56b86668909e5ea4fa159ab40bddadabb0abfa1c11cbfe7f34c86ad58,4,46.1538,222727.8333
어비스 바다의 인도자,890fdc656fad127acd0d811d8b58bd3bc9f0ec76b282d665f9476b03bed51840,4,37.5,133850.6
광산 무너지는 금광,b689ec03def1d91d572b75f607a81c4ec10daa68fc17e2245630545486ed24e9,4,9.6774,105182.3
팩토리 크레이지 모험,f2dd74ed29429ee29c1c9779648d2554315883730ef1e0d6851ea0e10df4cc21,4,3.7037,105107.5
브로디 위험한 프레스 공장,2c91a40803efd366253530ca40afa03913bb1d6a0cdce6f59c7e4e2173ce65ff,3,17.6471,123726
차이나 크레이지 동방명주,330e5f10ebfa3a7a4d653a90e51664959fed1490c606af148962a898a316c46f,3,0,108275.375
빌리지 크레이지 운하,4d3451d865062e6144809665f15229d18697bb3a8ba9f1fcf23cfb5692ea57aa,3,0,79995.57143
월드 런던 나이트,527872c275545791cae6465675f37633e725ef2cac58e5722dd5a7eca80be4de,3,36.0656,309993.3333
비치 크레이지 여객선,74d96a94dbd753c9526d897d517d1d5b1daaf35a329248388039a594d7068721,3,0,108834.1429
월드 크레이지 그리스,80c7fb62657357f78a4ce86e68b3b4a6cf9e690dfe4556e607de26ac9db98a02,3,30.5732,96513
[reverse] 노르테유 코스모웨이,bf1cdffffc05e9af397c567d313d2d10c8e45aefe564f48b06245aae0256e35b,3,22.2222,106960.2222
[reverse] 해적 위기일발 대탈출,f4398ccd501f265c45f2f6e823c0e9873323a4a1bb0ffcaf2f1c3e57158a1d0c,3,34.4828,121173.8333
비치 간이역,03d5caf09068ae444ffc44adcb51d3cfc8b49069dd01a490b3af1a0ec6167a5e,2,41.3793,99826.5
[reverse] 포레스트 행복한 팬더 마을,0ed6ab76c8fa6b07a3f56f3a4cbb85eb57565b7af42bfd472cfb5b809f52e694,2,23.0769,105772.5
공동묘지 공포의 외길,129ab676c2539f45c2b761a0fd96544084597dcb74e7da83bc54e1f2418d340d,2,0,118469.4
[reverse] 공동묘지 해골 손가락,57ab6b9ad0551d15dc6e671dc9e1de50b57a0d3ad18be0dcc51aea42b02a9537,2,61.5385,2078961.5
포레스트 크레이지 골짜기,596b76ae8f3935e1f6d16456135919f436a82846fb169ea3ab21933c3f72d7b3,2,0,108168.8333
사막 크레이지 오아시스,a587865c7b7033c319fcca896bfd11d37055aa4c7dcba41abd147caa9e61b958,2,17.2414,94675.16667
[reverse] 팩토리 우당탕 대소동,c33d9275d5cccef1665e951ca3a38ab28d525099d1107d38669900940c4c2b6b,2,25,140373
팩토리 수상한 증기 장치,f7acd79038f96a6dc0d04add6ac069b44d8380953c1e47b54197969cc1c04798,2,16.6667,107652.4
빌리지 손가락(아이템),3e96020f88b0d459592e4660f01f544a89d65431cee7f28f795d51acdee3752b,1,0,121375
[reverse] 팩토리 거대톱니의 위협,c4e27178b922fcfcf8a20f71c1978b43ce087fe093e0336e5624cdc8f1aec257,1,0,101720.3333
